e1fish_index,e1fish_id,e1fish_name,e1fish_lastyear,e1fish_startyear,e1monoculture,e1fish_everyyear,e1fish_gap,e1fingerling_lastyear,e1pond_type,e1pond_type_oth,e1pond_size,e1pond_depth,e1pond_source,e1pond_source_oth,e1integrated_agri,e1integrated_now,e1purchase_finger_time,e1source_fingerling,e1source_fingerling_1,e1source_fingerling_2,e1source_fingerling_3,e1source_fingerling_4,e1source_fingerling_5,e1source_fingerling_6,e1source_fingerling_7,e1source_fingerling_8,e1source_fingerling_9,e1source_fingerling__96,e1source_fingerling_oth,e1know_hatchery,e1hatchery_village,e1distance_hatchery,e1hatchery_address,e1know_num,e1hatchery_phone,e1hatchery_year,e1strain_tilapia,e1strain_tilapia_oth,e1strain_rohu,e1strain_rohu_oth,e1gift_tilapia,e1g3_rohu,e1fish_amount,e1fish_monosex,e1totprice_fingerling,e1harvest_month,e1fish_sales,e1fish_sales_oth,PARENT_KEY,KEY,SET-OF-module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:2603c4e8-66eb-4fb4-8c5d-b262d774be99/module_er[1],uuid:2603c4e8-66eb-4fb4-8c5d-b262d774be99/module_er[1]/module_e1_4[1],uuid:2603c4e8-66eb-4fb4-8c5d-b262d774be99/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:2603c4e8-66eb-4fb4-8c5d-b262d774be99/module_er[1],uuid:2603c4e8-66eb-4fb4-8c5d-b262d774be99/module_er[1]/module_e1_4[2],uuid:2603c4e8-66eb-4fb4-8c5d-b262d774be99/module_er[1]/module_e1_4
1,1,Tilapia,1,2023,0,1,,1,1,,5,5,1,,0,,5/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,-96,Jane na,,,0,,0.25,-97,300,12/1/2023,5,,uuid:282791be-bf22-47ed-a681-2749cccf2c62/module_er[1],uuid:282791be-bf22-47ed-a681-2749cccf2c62/module_er[1]/module_e1_4[1],uuid:282791be-bf22-47ed-a681-2749cccf2c62/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:282791be-bf22-47ed-a681-2749cccf2c62/module_er[1],uuid:282791be-bf22-47ed-a681-2749cccf2c62/module_er[1]/module_e1_4[2],uuid:282791be-bf22-47ed-a681-2749cccf2c62/module_er[1]/module_e1_4
1,1,Tilapia,1,2010,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:3b6e9e9a-e417-4900-ad0f-8088d50c75f3/module_er[1],uuid:3b6e9e9a-e417-4900-ad0f-8088d50c75f3/module_er[1]/module_e1_4[1],uuid:3b6e9e9a-e417-4900-ad0f-8088d50c75f3/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2010,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:3b6e9e9a-e417-4900-ad0f-8088d50c75f3/module_er[1],uuid:3b6e9e9a-e417-4900-ad0f-8088d50c75f3/module_er[1]/module_e1_4[2],uuid:3b6e9e9a-e417-4900-ad0f-8088d50c75f3/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:c6265c52-d161-4c8c-8a62-29be941c8b4d/module_er[1],uuid:c6265c52-d161-4c8c-8a62-29be941c8b4d/module_er[1]/module_e1_4[1],uuid:c6265c52-d161-4c8c-8a62-29be941c8b4d/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:c6265c52-d161-4c8c-8a62-29be941c8b4d/module_er[1],uuid:c6265c52-d161-4c8c-8a62-29be941c8b4d/module_er[1]/module_e1_4[2],uuid:c6265c52-d161-4c8c-8a62-29be941c8b4d/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:74047b87-1bc8-466c-bff3-5123bfbf5c29/module_er[1],uuid:74047b87-1bc8-466c-bff3-5123bfbf5c29/module_er[1]/module_e1_4[1],uuid:74047b87-1bc8-466c-bff3-5123bfbf5c29/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:74047b87-1bc8-466c-bff3-5123bfbf5c29/module_er[1],uuid:74047b87-1bc8-466c-bff3-5123bfbf5c29/module_er[1]/module_e1_4[2],uuid:74047b87-1bc8-466c-bff3-5123bfbf5c29/module_er[1]/module_e1_4
1,1,Tilapia,1,2017,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:8d89f8e5-a39b-4ceb-aece-bb8342562362/module_er[1],uuid:8d89f8e5-a39b-4ceb-aece-bb8342562362/module_er[1]/module_e1_4[1],uuid:8d89f8e5-a39b-4ceb-aece-bb8342562362/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:8d89f8e5-a39b-4ceb-aece-bb8342562362/module_er[1],uuid:8d89f8e5-a39b-4ceb-aece-bb8342562362/module_er[1]/module_e1_4[2],uuid:8d89f8e5-a39b-4ceb-aece-bb8342562362/module_er[1]/module_e1_4
1,1,Tilapia,1,2023,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:d340e484-171e-4b55-8b49-20fc889acb08/module_er[1],uuid:d340e484-171e-4b55-8b49-20fc889acb08/module_er[1]/module_e1_4[1],uuid:d340e484-171e-4b55-8b49-20fc889acb08/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:d340e484-171e-4b55-8b49-20fc889acb08/module_er[1],uuid:d340e484-171e-4b55-8b49-20fc889acb08/module_er[1]/module_e1_4[2],uuid:d340e484-171e-4b55-8b49-20fc889acb08/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:42d7a55a-f104-491f-bac0-30cbc1ea3ec7/module_er[1],uuid:42d7a55a-f104-491f-bac0-30cbc1ea3ec7/module_er[1]/module_e1_4[1],uuid:42d7a55a-f104-491f-bac0-30cbc1ea3ec7/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:42d7a55a-f104-491f-bac0-30cbc1ea3ec7/module_er[1],uuid:42d7a55a-f104-491f-bac0-30cbc1ea3ec7/module_er[1]/module_e1_4[2],uuid:42d7a55a-f104-491f-bac0-30cbc1ea3ec7/module_er[1]/module_e1_4
1,1,Tilapia,1,2014,0,1,,1,1,,5,4,1,,0,,3/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,-96,Hibrit,,,0,,0.5,-97,1750,12/1/2023,5,,uuid:f4364013-4610-4051-8dd2-413b60ea152b/module_er[1],uuid:f4364013-4610-4051-8dd2-413b60ea152b/module_er[1]/module_e1_4[1],uuid:f4364013-4610-4051-8dd2-413b60ea152b/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:f4364013-4610-4051-8dd2-413b60ea152b/module_er[1],uuid:f4364013-4610-4051-8dd2-413b60ea152b/module_er[1]/module_e1_4[2],uuid:f4364013-4610-4051-8dd2-413b60ea152b/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:46fb64b2-a034-40cc-b8fd-ab08d7091f59/module_er[1],uuid:46fb64b2-a034-40cc-b8fd-ab08d7091f59/module_er[1]/module_e1_4[1],uuid:46fb64b2-a034-40cc-b8fd-ab08d7091f59/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:46fb64b2-a034-40cc-b8fd-ab08d7091f59/module_er[1],uuid:46fb64b2-a034-40cc-b8fd-ab08d7091f59/module_er[1]/module_e1_4[2],uuid:46fb64b2-a034-40cc-b8fd-ab08d7091f59/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:d70d4c6f-af40-47e8-8e0b-c18a22db2601/module_er[1],uuid:d70d4c6f-af40-47e8-8e0b-c18a22db2601/module_er[1]/module_e1_4[1],uuid:d70d4c6f-af40-47e8-8e0b-c18a22db2601/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:d70d4c6f-af40-47e8-8e0b-c18a22db2601/module_er[1],uuid:d70d4c6f-af40-47e8-8e0b-c18a22db2601/module_er[1]/module_e1_4[2],uuid:d70d4c6f-af40-47e8-8e0b-c18a22db2601/module_er[1]/module_e1_4
1,1,Tilapia,1,2021,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:d77932aa-6a9a-4fd6-9e96-765434f1d9d5/module_er[1],uuid:d77932aa-6a9a-4fd6-9e96-765434f1d9d5/module_er[1]/module_e1_4[1],uuid:d77932aa-6a9a-4fd6-9e96-765434f1d9d5/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:d77932aa-6a9a-4fd6-9e96-765434f1d9d5/module_er[1],uuid:d77932aa-6a9a-4fd6-9e96-765434f1d9d5/module_er[1]/module_e1_4[2],uuid:d77932aa-6a9a-4fd6-9e96-765434f1d9d5/module_er[1]/module_e1_4
1,1,Tilapia,1,2014,0,0,6,1,1,,11,5,1,,0,,7/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,2,,,,1,,10,-97,1200,1/1/2024,5,,uuid:52203ce1-a527-433d-ae36-ce8b42cc26d0/module_er[1],uuid:52203ce1-a527-433d-ae36-ce8b42cc26d0/module_er[1]/module_e1_4[1],uuid:52203ce1-a527-433d-ae36-ce8b42cc26d0/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:52203ce1-a527-433d-ae36-ce8b42cc26d0/module_er[1],uuid:52203ce1-a527-433d-ae36-ce8b42cc26d0/module_er[1]/module_e1_4[2],uuid:52203ce1-a527-433d-ae36-ce8b42cc26d0/module_er[1]/module_e1_4
1,1,Tilapia,1,2014,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:2014179c-987a-4f45-976e-31dbf23e85fc/module_er[1],uuid:2014179c-987a-4f45-976e-31dbf23e85fc/module_er[1]/module_e1_4[1],uuid:2014179c-987a-4f45-976e-31dbf23e85fc/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:2014179c-987a-4f45-976e-31dbf23e85fc/module_er[1],uuid:2014179c-987a-4f45-976e-31dbf23e85fc/module_er[1]/module_e1_4[2],uuid:2014179c-987a-4f45-976e-31dbf23e85fc/module_er[1]/module_e1_4
1,1,Tilapia,1,2015,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:f0ab4006-f332-4e29-9f8e-c7dac7599515/module_er[1],uuid:f0ab4006-f332-4e29-9f8e-c7dac7599515/module_er[1]/module_e1_4[1],uuid:f0ab4006-f332-4e29-9f8e-c7dac7599515/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2016,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:f0ab4006-f332-4e29-9f8e-c7dac7599515/module_er[1],uuid:f0ab4006-f332-4e29-9f8e-c7dac7599515/module_er[1]/module_e1_4[2],uuid:f0ab4006-f332-4e29-9f8e-c7dac7599515/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:340acffb-6dbe-41f8-8d0e-c3bff6182af7/module_er[1],uuid:340acffb-6dbe-41f8-8d0e-c3bff6182af7/module_er[1]/module_e1_4[1],uuid:340acffb-6dbe-41f8-8d0e-c3bff6182af7/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:340acffb-6dbe-41f8-8d0e-c3bff6182af7/module_er[1],uuid:340acffb-6dbe-41f8-8d0e-c3bff6182af7/module_er[1]/module_e1_4[2],uuid:340acffb-6dbe-41f8-8d0e-c3bff6182af7/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:d85fd676-51a6-46c7-80da-5897f3586719/module_er[1],uuid:d85fd676-51a6-46c7-80da-5897f3586719/module_er[1]/module_e1_4[1],uuid:d85fd676-51a6-46c7-80da-5897f3586719/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2023,0,1,,1,1,,1,8,1,,0,,12/1/2023,2,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,-96,Deshi,,0,0.5,,600,4/1/2024,-96,Vor koreni bikri kore nai,uuid:d85fd676-51a6-46c7-80da-5897f3586719/module_er[1],uuid:d85fd676-51a6-46c7-80da-5897f3586719/module_er[1]/module_e1_4[2],uuid:d85fd676-51a6-46c7-80da-5897f3586719/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:ffc532f6-4fae-49a2-a1e1-d19b0c418c71/module_er[1],uuid:ffc532f6-4fae-49a2-a1e1-d19b0c418c71/module_er[1]/module_e1_4[1],uuid:ffc532f6-4fae-49a2-a1e1-d19b0c418c71/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2023,0,1,,1,1,,6,8,1,,0,,7/1/2023,5,0,0,0,0,1,0,0,0,0,0,,0,1,1500,Mona nai,0,,1,,,2,,,1,15,,3300,3/1/2024,5,,uuid:ffc532f6-4fae-49a2-a1e1-d19b0c418c71/module_er[1],uuid:ffc532f6-4fae-49a2-a1e1-d19b0c418c71/module_er[1]/module_e1_4[2],uuid:ffc532f6-4fae-49a2-a1e1-d19b0c418c71/module_er[1]/module_e1_4
1,1,Tilapia,1,2019,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:9eda11af-de63-4b29-af02-288c012ac099/module_er[1],uuid:9eda11af-de63-4b29-af02-288c012ac099/module_er[1]/module_e1_4[1],uuid:9eda11af-de63-4b29-af02-288c012ac099/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2019,1,1,,1,1,,110,15,1,,0,,7/1/2023,5,0,0,0,0,1,0,0,0,0,0,,1,1,2500,Alom capra,0,,6,,,-96,Deshi rui,,0,40,,16000,1/1/2024,1,,uuid:9eda11af-de63-4b29-af02-288c012ac099/module_er[1],uuid:9eda11af-de63-4b29-af02-288c012ac099/module_er[1]/module_e1_4[2],uuid:9eda11af-de63-4b29-af02-288c012ac099/module_er[1]/module_e1_4
1,1,Tilapia,1,2019,1,1,,1,1,,49,15,1,,0,,7/1/2023,5,0,0,0,0,1,0,0,0,0,0,,1,1,2500,Alom capra,0,,6,-96,Deshi relapiya,,,0,,10,0,4000,1/1/2024,1,,uuid:9eda11af-de63-4b29-af02-288c012ac099/module_er[2],uuid:9eda11af-de63-4b29-af02-288c012ac099/module_er[2]/module_e1_4[1],uuid:9eda11af-de63-4b29-af02-288c012ac099/module_er[2]/module_e1_4
2,2,Rohu (Rui),1,2019,1,1,,1,1,,49,15,1,,0,,7/1/2023,5,0,0,0,0,1,0,0,0,0,0,,1,1,2500,Alom capra,0,,1,,,-96,Deshi rui,,0,5,,2000,1/1/2024,1,,uuid:9eda11af-de63-4b29-af02-288c012ac099/module_er[2],uuid:9eda11af-de63-4b29-af02-288c012ac099/module_er[2]/module_e1_4[2],uuid:9eda11af-de63-4b29-af02-288c012ac099/module_er[2]/module_e1_4
1,1,Tilapia,1,2015,0,1,,1,1,,4,4,1,,0,,9/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,-96,Nam bolte parena,,,0,,3,0,600,2/1/2024,5,,uuid:d9395fdf-175b-4e34-b1b0-a244f44f2276/module_er[1],uuid:d9395fdf-175b-4e34-b1b0-a244f44f2276/module_er[1]/module_e1_4[1],uuid:d9395fdf-175b-4e34-b1b0-a244f44f2276/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2016,0,1,,1,1,,4,4,1,,0,,9/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,0,,,-96,Nam bolte parena,,0,1,,250,2/1/2024,5,,uuid:d9395fdf-175b-4e34-b1b0-a244f44f2276/module_er[1],uuid:d9395fdf-175b-4e34-b1b0-a244f44f2276/module_er[1]/module_e1_4[2],uuid:d9395fdf-175b-4e34-b1b0-a244f44f2276/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:e916a170-8de6-46ac-9daf-4d82230eb7e1/module_er[1],uuid:e916a170-8de6-46ac-9daf-4d82230eb7e1/module_er[1]/module_e1_4[1],uuid:e916a170-8de6-46ac-9daf-4d82230eb7e1/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:e916a170-8de6-46ac-9daf-4d82230eb7e1/module_er[1],uuid:e916a170-8de6-46ac-9daf-4d82230eb7e1/module_er[1]/module_e1_4[2],uuid:e916a170-8de6-46ac-9daf-4d82230eb7e1/module_er[1]/module_e1_4
1,1,Tilapia,1,2014,1,1,,1,1,,231,10,3,,0,,4/1/2023,6,0,0,0,0,0,1,0,0,0,0,,0,0,,,0,,3,2,,,,1,,1333,-97,50000,10/1/2023,1,,uuid:e916a170-8de6-46ac-9daf-4d82230eb7e1/module_er[2],uuid:e916a170-8de6-46ac-9daf-4d82230eb7e1/module_er[2]/module_e1_4[1],uuid:e916a170-8de6-46ac-9daf-4d82230eb7e1/module_er[2]/module_e1_4
2,2,Rohu (Rui),1,2016,0,1,,1,1,,231,10,3,,0,,4/1/2023,6,0,0,0,0,0,1,0,0,0,0,,0,0,,,0,,3,,,-96,Jane,,0,20,,3500,10/1/2023,1,,uuid:e916a170-8de6-46ac-9daf-4d82230eb7e1/module_er[2],uuid:e916a170-8de6-46ac-9daf-4d82230eb7e1/module_er[2]/module_e1_4[2],uuid:e916a170-8de6-46ac-9daf-4d82230eb7e1/module_er[2]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:e64dd21e-2566-4248-92b5-d8ac12fa8a8f/module_er[1],uuid:e64dd21e-2566-4248-92b5-d8ac12fa8a8f/module_er[1]/module_e1_4[1],uuid:e64dd21e-2566-4248-92b5-d8ac12fa8a8f/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2023,1,1,,1,1,,2,5,1,,0,,6/1/2023,2,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,-96,Deshi,,0,25,,7000,2/1/2024,5,,uuid:e64dd21e-2566-4248-92b5-d8ac12fa8a8f/module_er[1],uuid:e64dd21e-2566-4248-92b5-d8ac12fa8a8f/module_er[1]/module_e1_4[2],uuid:e64dd21e-2566-4248-92b5-d8ac12fa8a8f/module_er[1]/module_e1_4
1,1,Tilapia,1,2020,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:8123ed44-bc48-4f5c-abb9-83c255d927bb/module_er[1],uuid:8123ed44-bc48-4f5c-abb9-83c255d927bb/module_er[1]/module_e1_4[1],uuid:8123ed44-bc48-4f5c-abb9-83c255d927bb/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2020,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:8123ed44-bc48-4f5c-abb9-83c255d927bb/module_er[1],uuid:8123ed44-bc48-4f5c-abb9-83c255d927bb/module_er[1]/module_e1_4[2],uuid:8123ed44-bc48-4f5c-abb9-83c255d927bb/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:18c16ab8-cfb5-499c-b24c-ab1d77507739/module_er[1],uuid:18c16ab8-cfb5-499c-b24c-ab1d77507739/module_er[1]/module_e1_4[1],uuid:18c16ab8-cfb5-499c-b24c-ab1d77507739/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:18c16ab8-cfb5-499c-b24c-ab1d77507739/module_er[1],uuid:18c16ab8-cfb5-499c-b24c-ab1d77507739/module_er[1]/module_e1_4[2],uuid:18c16ab8-cfb5-499c-b24c-ab1d77507739/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:c924937c-d103-4f3f-b2f8-685729efb668/module_er[1],uuid:c924937c-d103-4f3f-b2f8-685729efb668/module_er[1]/module_e1_4[1],uuid:c924937c-d103-4f3f-b2f8-685729efb668/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2019,0,0,1,1,1,,25,4,3,,0,,11/1/2023,2,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,1,,,0,5,,1000,12/1/2023,5,,uuid:c924937c-d103-4f3f-b2f8-685729efb668/module_er[1],uuid:c924937c-d103-4f3f-b2f8-685729efb668/module_er[1]/module_e1_4[2],uuid:c924937c-d103-4f3f-b2f8-685729efb668/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:953b9dbb-f559-48a8-a888-67ab97b7ef25/module_er[1],uuid:953b9dbb-f559-48a8-a888-67ab97b7ef25/module_er[1]/module_e1_4[1],uuid:953b9dbb-f559-48a8-a888-67ab97b7ef25/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:953b9dbb-f559-48a8-a888-67ab97b7ef25/module_er[1],uuid:953b9dbb-f559-48a8-a888-67ab97b7ef25/module_er[1]/module_e1_4[2],uuid:953b9dbb-f559-48a8-a888-67ab97b7ef25/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:770d1623-f106-4a6c-950a-25b9cc86c709/module_er[1],uuid:770d1623-f106-4a6c-950a-25b9cc86c709/module_er[1]/module_e1_4[1],uuid:770d1623-f106-4a6c-950a-25b9cc86c709/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:770d1623-f106-4a6c-950a-25b9cc86c709/module_er[1],uuid:770d1623-f106-4a6c-950a-25b9cc86c709/module_er[1]/module_e1_4[2],uuid:770d1623-f106-4a6c-950a-25b9cc86c709/module_er[1]/module_e1_4
1,1,Tilapia,1,2020,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:750b776b-541f-4267-afcb-29a087cd2210/module_er[1],uuid:750b776b-541f-4267-afcb-29a087cd2210/module_er[1]/module_e1_4[1],uuid:750b776b-541f-4267-afcb-29a087cd2210/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2018,0,1,,1,1,,3,7,1,,0,,4/1/2022,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,,,2,,,1,1,,600,12/1/2023,5,,uuid:750b776b-541f-4267-afcb-29a087cd2210/module_er[1],uuid:750b776b-541f-4267-afcb-29a087cd2210/module_er[1]/module_e1_4[2],uuid:750b776b-541f-4267-afcb-29a087cd2210/module_er[1]/module_e1_4
1,1,Tilapia,1,2024,0,1,,1,1,,60,8,2,,0,,1/1/2024,5,0,0,0,0,1,0,0,0,0,0,,1,0,,,0,,0,2,,,,1,,3,-97,1200,7/1/2024,1,,uuid:858c2048-2e33-4aba-8a0a-1f4407e0abff/module_er[1],uuid:858c2048-2e33-4aba-8a0a-1f4407e0abff/module_er[1]/module_e1_4[1],uuid:858c2048-2e33-4aba-8a0a-1f4407e0abff/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2024,0,1,,1,1,,60,8,2,,0,,1/1/2024,9,0,0,0,0,0,0,0,0,1,0,,1,1,2000,Onar pukur er pase,0,,0,,,4,,,1,2,,600,8/1/2024,1,,uuid:858c2048-2e33-4aba-8a0a-1f4407e0abff/module_er[1],uuid:858c2048-2e33-4aba-8a0a-1f4407e0abff/module_er[1]/module_e1_4[2],uuid:858c2048-2e33-4aba-8a0a-1f4407e0abff/module_er[1]/module_e1_4
1,1,Tilapia,1,2024,0,1,,1,1,,60,8,2,,0,,1/1/2024,9,0,0,0,0,0,0,0,0,1,0,,1,1,2,Pukur er pase,0,,0,2,,,,1,,3,-97,1200,7/1/2024,1,,uuid:858c2048-2e33-4aba-8a0a-1f4407e0abff/module_er[2],uuid:858c2048-2e33-4aba-8a0a-1f4407e0abff/module_er[2]/module_e1_4[1],uuid:858c2048-2e33-4aba-8a0a-1f4407e0abff/module_er[2]/module_e1_4
2,2,Rohu (Rui),1,2024,0,1,,1,1,,60,8,2,,0,,1/1/2024,9,0,0,0,0,0,0,0,0,1,0,,1,1,2,Pukur er pase,0,,2,,,4,,,1,2,,600,8/1/2024,1,,uuid:858c2048-2e33-4aba-8a0a-1f4407e0abff/module_er[2],uuid:858c2048-2e33-4aba-8a0a-1f4407e0abff/module_er[2]/module_e1_4[2],uuid:858c2048-2e33-4aba-8a0a-1f4407e0abff/module_er[2]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:00ce7934-1838-44f0-9e36-8b083ae5d7d2/module_er[1],uuid:00ce7934-1838-44f0-9e36-8b083ae5d7d2/module_er[1]/module_e1_4[1],uuid:00ce7934-1838-44f0-9e36-8b083ae5d7d2/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:00ce7934-1838-44f0-9e36-8b083ae5d7d2/module_er[1],uuid:00ce7934-1838-44f0-9e36-8b083ae5d7d2/module_er[1]/module_e1_4[2],uuid:00ce7934-1838-44f0-9e36-8b083ae5d7d2/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:00ce7934-1838-44f0-9e36-8b083ae5d7d2/module_er[2],uuid:00ce7934-1838-44f0-9e36-8b083ae5d7d2/module_er[2]/module_e1_4[1],uuid:00ce7934-1838-44f0-9e36-8b083ae5d7d2/module_er[2]/module_e1_4
