d1index,d1cgiartech_id,d1cgiartech_name,d1cgiartech_know,d1cgiartech_usage,d1cgiartech_owner,d1cgiartech_past,d1cgiartech_startyear,d1cgiartech_stopyear,d1tech_stopreason,d1tech_stopreason_1,d1tech_stopreason_2,d1tech_stopreason_3,d1tech_stopreason_4,d1tech_stopreason_5,d1tech_stopreason_6,d1tech_stopreason_7,d1tech_stopreason_8,d1tech_stopreason_9,d1tech_stopreason_10,d1cgiartech_introyear,PARENT_KEY,KEY,SET-OF-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:1752b672-ef5e-4ddb-b892-52ace3a42735,uuid:1752b672-ef5e-4ddb-b892-52ace3a42735/module_d-module_d1[6],uuid:1752b672-ef5e-4ddb-b892-52ace3a42735/module_d-module_d1
1,1,Axial Flow Pump,1,0,,1,2000,2015,3,0,0,1,0,0,0,0,0,0,0,-97,uuid:62781413-939e-42b0-b5c8-e882df2a6b83,uuid:62781413-939e-42b0-b5c8-e882df2a6b83/module_d-module_d1[1],uuid:62781413-939e-42b0-b5c8-e882df2a6b83/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:62781413-939e-42b0-b5c8-e882df2a6b83,uuid:62781413-939e-42b0-b5c8-e882df2a6b83/module_d-module_d1[2],uuid:62781413-939e-42b0-b5c8-e882df2a6b83/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2012,,,,,,,,,,,,,-97,uuid:62781413-939e-42b0-b5c8-e882df2a6b83,uuid:62781413-939e-42b0-b5c8-e882df2a6b83/module_d-module_d1[3],uuid:62781413-939e-42b0-b5c8-e882df2a6b83/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,-97,uuid:62781413-939e-42b0-b5c8-e882df2a6b83,uuid:62781413-939e-42b0-b5c8-e882df2a6b83/module_d-module_d1[4],uuid:62781413-939e-42b0-b5c8-e882df2a6b83/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,-97,uuid:62781413-939e-42b0-b5c8-e882df2a6b83,uuid:62781413-939e-42b0-b5c8-e882df2a6b83/module_d-module_d1[5],uuid:62781413-939e-42b0-b5c8-e882df2a6b83/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:62781413-939e-42b0-b5c8-e882df2a6b83,uuid:62781413-939e-42b0-b5c8-e882df2a6b83/module_d-module_d1[6],uuid:62781413-939e-42b0-b5c8-e882df2a6b83/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:64a41df1-fafe-4331-aa1c-69874ab8bb91,uuid:64a41df1-fafe-4331-aa1c-69874ab8bb91/module_d-module_d1[1],uuid:64a41df1-fafe-4331-aa1c-69874ab8bb91/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:64a41df1-fafe-4331-aa1c-69874ab8bb91,uuid:64a41df1-fafe-4331-aa1c-69874ab8bb91/module_d-module_d1[2],uuid:64a41df1-fafe-4331-aa1c-69874ab8bb91/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,0,,,,,,,,,,,,,,,,,,uuid:64a41df1-fafe-4331-aa1c-69874ab8bb91,uuid:64a41df1-fafe-4331-aa1c-69874ab8bb91/module_d-module_d1[3],uuid:64a41df1-fafe-4331-aa1c-69874ab8bb91/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,0,1,2004,,,,,,,,,,,,,2004,uuid:64a41df1-fafe-4331-aa1c-69874ab8bb91,uuid:64a41df1-fafe-4331-aa1c-69874ab8bb91/module_d-module_d1[4],uuid:64a41df1-fafe-4331-aa1c-69874ab8bb91/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:64a41df1-fafe-4331-aa1c-69874ab8bb91,uuid:64a41df1-fafe-4331-aa1c-69874ab8bb91/module_d-module_d1[5],uuid:64a41df1-fafe-4331-aa1c-69874ab8bb91/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,1,0,,0,,,,,,,,,,,,,,2021,uuid:64a41df1-fafe-4331-aa1c-69874ab8bb91,uuid:64a41df1-fafe-4331-aa1c-69874ab8bb91/module_d-module_d1[6],uuid:64a41df1-fafe-4331-aa1c-69874ab8bb91/module_d-module_d1
1,1,Axial Flow Pump,1,0,,0,,,,,,,,,,,,,,-97,uuid:5ac03c18-7fad-44cf-be3e-ef20f76ec4fe,uuid:5ac03c18-7fad-44cf-be3e-ef20f76ec4fe/module_d-module_d1[1],uuid:5ac03c18-7fad-44cf-be3e-ef20f76ec4fe/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:5ac03c18-7fad-44cf-be3e-ef20f76ec4fe,uuid:5ac03c18-7fad-44cf-be3e-ef20f76ec4fe/module_d-module_d1[2],uuid:5ac03c18-7fad-44cf-be3e-ef20f76ec4fe/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2015,,,,,,,,,,,,,-97,uuid:5ac03c18-7fad-44cf-be3e-ef20f76ec4fe,uuid:5ac03c18-7fad-44cf-be3e-ef20f76ec4fe/module_d-module_d1[3],uuid:5ac03c18-7fad-44cf-be3e-ef20f76ec4fe/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,0,1,2015,,,,,,,,,,,,,-97,uuid:5ac03c18-7fad-44cf-be3e-ef20f76ec4fe,uuid:5ac03c18-7fad-44cf-be3e-ef20f76ec4fe/module_d-module_d1[4],uuid:5ac03c18-7fad-44cf-be3e-ef20f76ec4fe/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:5ac03c18-7fad-44cf-be3e-ef20f76ec4fe,uuid:5ac03c18-7fad-44cf-be3e-ef20f76ec4fe/module_d-module_d1[5],uuid:5ac03c18-7fad-44cf-be3e-ef20f76ec4fe/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:5ac03c18-7fad-44cf-be3e-ef20f76ec4fe,uuid:5ac03c18-7fad-44cf-be3e-ef20f76ec4fe/module_d-module_d1[6],uuid:5ac03c18-7fad-44cf-be3e-ef20f76ec4fe/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:25dbf2bf-bd91-4324-be89-fcd469b46a7b,uuid:25dbf2bf-bd91-4324-be89-fcd469b46a7b/module_d-module_d1[1],uuid:25dbf2bf-bd91-4324-be89-fcd469b46a7b/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:25dbf2bf-bd91-4324-be89-fcd469b46a7b,uuid:25dbf2bf-bd91-4324-be89-fcd469b46a7b/module_d-module_d1[2],uuid:25dbf2bf-bd91-4324-be89-fcd469b46a7b/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,0,,0,,,,,,,,,,,,,,-97,uuid:25dbf2bf-bd91-4324-be89-fcd469b46a7b,uuid:25dbf2bf-bd91-4324-be89-fcd469b46a7b/module_d-module_d1[3],uuid:25dbf2bf-bd91-4324-be89-fcd469b46a7b/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,0,1,2019,,,,,,,,,,,,,-97,uuid:25dbf2bf-bd91-4324-be89-fcd469b46a7b,uuid:25dbf2bf-bd91-4324-be89-fcd469b46a7b/module_d-module_d1[4],uuid:25dbf2bf-bd91-4324-be89-fcd469b46a7b/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:25dbf2bf-bd91-4324-be89-fcd469b46a7b,uuid:25dbf2bf-bd91-4324-be89-fcd469b46a7b/module_d-module_d1[5],uuid:25dbf2bf-bd91-4324-be89-fcd469b46a7b/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:25dbf2bf-bd91-4324-be89-fcd469b46a7b,uuid:25dbf2bf-bd91-4324-be89-fcd469b46a7b/module_d-module_d1[6],uuid:25dbf2bf-bd91-4324-be89-fcd469b46a7b/module_d-module_d1
1,1,Axial Flow Pump,1,0,,1,1990,2023,3,0,0,1,0,0,0,0,0,0,0,-97,uuid:7bf92bb2-f78b-4690-9370-da3ef1759c61,uuid:7bf92bb2-f78b-4690-9370-da3ef1759c61/module_d-module_d1[1],uuid:7bf92bb2-f78b-4690-9370-da3ef1759c61/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:7bf92bb2-f78b-4690-9370-da3ef1759c61,uuid:7bf92bb2-f78b-4690-9370-da3ef1759c61/module_d-module_d1[2],uuid:7bf92bb2-f78b-4690-9370-da3ef1759c61/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,0,,0,,,,,,,,,,,,,,-97,uuid:7bf92bb2-f78b-4690-9370-da3ef1759c61,uuid:7bf92bb2-f78b-4690-9370-da3ef1759c61/module_d-module_d1[3],uuid:7bf92bb2-f78b-4690-9370-da3ef1759c61/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,1,1,2014,,,,,,,,,,,,,-97,uuid:7bf92bb2-f78b-4690-9370-da3ef1759c61,uuid:7bf92bb2-f78b-4690-9370-da3ef1759c61/module_d-module_d1[4],uuid:7bf92bb2-f78b-4690-9370-da3ef1759c61/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,-97,uuid:7bf92bb2-f78b-4690-9370-da3ef1759c61,uuid:7bf92bb2-f78b-4690-9370-da3ef1759c61/module_d-module_d1[5],uuid:7bf92bb2-f78b-4690-9370-da3ef1759c61/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,1,0,,0,,,,,,,,,,,,,,-97,uuid:7bf92bb2-f78b-4690-9370-da3ef1759c61,uuid:7bf92bb2-f78b-4690-9370-da3ef1759c61/module_d-module_d1[6],uuid:7bf92bb2-f78b-4690-9370-da3ef1759c61/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:e1b9d811-5b57-4743-ab1b-b64945e77a8a,uuid:e1b9d811-5b57-4743-ab1b-b64945e77a8a/module_d-module_d1[1],uuid:e1b9d811-5b57-4743-ab1b-b64945e77a8a/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:e1b9d811-5b57-4743-ab1b-b64945e77a8a,uuid:e1b9d811-5b57-4743-ab1b-b64945e77a8a/module_d-module_d1[2],uuid:e1b9d811-5b57-4743-ab1b-b64945e77a8a/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,0,,1,2016,2018,9,0,0,0,0,0,0,0,0,1,0,2004,uuid:e1b9d811-5b57-4743-ab1b-b64945e77a8a,uuid:e1b9d811-5b57-4743-ab1b-b64945e77a8a/module_d-module_d1[3],uuid:e1b9d811-5b57-4743-ab1b-b64945e77a8a/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,0,1,2019,,,,,,,,,,,,,2010,uuid:e1b9d811-5b57-4743-ab1b-b64945e77a8a,uuid:e1b9d811-5b57-4743-ab1b-b64945e77a8a/module_d-module_d1[4],uuid:e1b9d811-5b57-4743-ab1b-b64945e77a8a/module_d-module_d1
5,5,Combine Harvester/Thresher,1,1,0,1,2015,,,,,,,,,,,,,2015,uuid:e1b9d811-5b57-4743-ab1b-b64945e77a8a,uuid:e1b9d811-5b57-4743-ab1b-b64945e77a8a/module_d-module_d1[5],uuid:e1b9d811-5b57-4743-ab1b-b64945e77a8a/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:e1b9d811-5b57-4743-ab1b-b64945e77a8a,uuid:e1b9d811-5b57-4743-ab1b-b64945e77a8a/module_d-module_d1[6],uuid:e1b9d811-5b57-4743-ab1b-b64945e77a8a/module_d-module_d1
1,1,Axial Flow Pump,1,0,,0,,,,,,,,,,,,,,-97,uuid:04e8a722-289d-4a75-89be-1a5b7bb1a60d,uuid:04e8a722-289d-4a75-89be-1a5b7bb1a60d/module_d-module_d1[1],uuid:04e8a722-289d-4a75-89be-1a5b7bb1a60d/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:04e8a722-289d-4a75-89be-1a5b7bb1a60d,uuid:04e8a722-289d-4a75-89be-1a5b7bb1a60d/module_d-module_d1[2],uuid:04e8a722-289d-4a75-89be-1a5b7bb1a60d/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2004,,,,,,,,,,,,,2000,uuid:04e8a722-289d-4a75-89be-1a5b7bb1a60d,uuid:04e8a722-289d-4a75-89be-1a5b7bb1a60d/module_d-module_d1[3],uuid:04e8a722-289d-4a75-89be-1a5b7bb1a60d/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,0,1,2015,,,,,,,,,,,,,-97,uuid:04e8a722-289d-4a75-89be-1a5b7bb1a60d,uuid:04e8a722-289d-4a75-89be-1a5b7bb1a60d/module_d-module_d1[4],uuid:04e8a722-289d-4a75-89be-1a5b7bb1a60d/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,2023,uuid:04e8a722-289d-4a75-89be-1a5b7bb1a60d,uuid:04e8a722-289d-4a75-89be-1a5b7bb1a60d/module_d-module_d1[5],uuid:04e8a722-289d-4a75-89be-1a5b7bb1a60d/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:04e8a722-289d-4a75-89be-1a5b7bb1a60d,uuid:04e8a722-289d-4a75-89be-1a5b7bb1a60d/module_d-module_d1[6],uuid:04e8a722-289d-4a75-89be-1a5b7bb1a60d/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:47abe611-6e8d-4f94-baea-70bf232987ef,uuid:47abe611-6e8d-4f94-baea-70bf232987ef/module_d-module_d1[1],uuid:47abe611-6e8d-4f94-baea-70bf232987ef/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:47abe611-6e8d-4f94-baea-70bf232987ef,uuid:47abe611-6e8d-4f94-baea-70bf232987ef/module_d-module_d1[2],uuid:47abe611-6e8d-4f94-baea-70bf232987ef/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2013,,,,,,,,,,,,,-97,uuid:47abe611-6e8d-4f94-baea-70bf232987ef,uuid:47abe611-6e8d-4f94-baea-70bf232987ef/module_d-module_d1[3],uuid:47abe611-6e8d-4f94-baea-70bf232987ef/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,0,1,2014,,,,,,,,,,,,,-97,uuid:47abe611-6e8d-4f94-baea-70bf232987ef,uuid:47abe611-6e8d-4f94-baea-70bf232987ef/module_d-module_d1[4],uuid:47abe611-6e8d-4f94-baea-70bf232987ef/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,2021,uuid:47abe611-6e8d-4f94-baea-70bf232987ef,uuid:47abe611-6e8d-4f94-baea-70bf232987ef/module_d-module_d1[5],uuid:47abe611-6e8d-4f94-baea-70bf232987ef/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:47abe611-6e8d-4f94-baea-70bf232987ef,uuid:47abe611-6e8d-4f94-baea-70bf232987ef/module_d-module_d1[6],uuid:47abe611-6e8d-4f94-baea-70bf232987ef/module_d-module_d1
1,1,Axial Flow Pump,1,1,0,1,2022,,,,,,,,,,,,,-97,uuid:c49bf25e-e670-4a99-84b2-176a87b5cf84,uuid:c49bf25e-e670-4a99-84b2-176a87b5cf84/module_d-module_d1[1],uuid:c49bf25e-e670-4a99-84b2-176a87b5cf84/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:c49bf25e-e670-4a99-84b2-176a87b5cf84,uuid:c49bf25e-e670-4a99-84b2-176a87b5cf84/module_d-module_d1[2],uuid:c49bf25e-e670-4a99-84b2-176a87b5cf84/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2000,,,,,,,,,,,,,-97,uuid:c49bf25e-e670-4a99-84b2-176a87b5cf84,uuid:c49bf25e-e670-4a99-84b2-176a87b5cf84/module_d-module_d1[3],uuid:c49bf25e-e670-4a99-84b2-176a87b5cf84/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,0,1,2018,,,,,,,,,,,,,2015,uuid:c49bf25e-e670-4a99-84b2-176a87b5cf84,uuid:c49bf25e-e670-4a99-84b2-176a87b5cf84/module_d-module_d1[4],uuid:c49bf25e-e670-4a99-84b2-176a87b5cf84/module_d-module_d1
5,5,Combine Harvester/Thresher,1,1,0,1,2010,,,,,,,,,,,,,-97,uuid:c49bf25e-e670-4a99-84b2-176a87b5cf84,uuid:c49bf25e-e670-4a99-84b2-176a87b5cf84/module_d-module_d1[5],uuid:c49bf25e-e670-4a99-84b2-176a87b5cf84/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:c49bf25e-e670-4a99-84b2-176a87b5cf84,uuid:c49bf25e-e670-4a99-84b2-176a87b5cf84/module_d-module_d1[6],uuid:c49bf25e-e670-4a99-84b2-176a87b5cf84/module_d-module_d1
1,1,Axial Flow Pump,1,0,,0,,,,,,,,,,,,,,-97,uuid:979bf908-7727-47ea-8f7d-dde2be2494f2,uuid:979bf908-7727-47ea-8f7d-dde2be2494f2/module_d-module_d1[1],uuid:979bf908-7727-47ea-8f7d-dde2be2494f2/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:979bf908-7727-47ea-8f7d-dde2be2494f2,uuid:979bf908-7727-47ea-8f7d-dde2be2494f2/module_d-module_d1[2],uuid:979bf908-7727-47ea-8f7d-dde2be2494f2/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,0,,1,2006,2009,3,0,0,1,0,0,0,0,0,0,0,-97,uuid:979bf908-7727-47ea-8f7d-dde2be2494f2,uuid:979bf908-7727-47ea-8f7d-dde2be2494f2/module_d-module_d1[3],uuid:979bf908-7727-47ea-8f7d-dde2be2494f2/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,0,1,2009,,,,,,,,,,,,,-97,uuid:979bf908-7727-47ea-8f7d-dde2be2494f2,uuid:979bf908-7727-47ea-8f7d-dde2be2494f2/module_d-module_d1[4],uuid:979bf908-7727-47ea-8f7d-dde2be2494f2/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,-97,uuid:979bf908-7727-47ea-8f7d-dde2be2494f2,uuid:979bf908-7727-47ea-8f7d-dde2be2494f2/module_d-module_d1[5],uuid:979bf908-7727-47ea-8f7d-dde2be2494f2/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:979bf908-7727-47ea-8f7d-dde2be2494f2,uuid:979bf908-7727-47ea-8f7d-dde2be2494f2/module_d-module_d1[6],uuid:979bf908-7727-47ea-8f7d-dde2be2494f2/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:a2689dbd-c9eb-4828-bbe3-8fe18fc3bafa,uuid:a2689dbd-c9eb-4828-bbe3-8fe18fc3bafa/module_d-module_d1[1],uuid:a2689dbd-c9eb-4828-bbe3-8fe18fc3bafa/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:a2689dbd-c9eb-4828-bbe3-8fe18fc3bafa,uuid:a2689dbd-c9eb-4828-bbe3-8fe18fc3bafa/module_d-module_d1[2],uuid:a2689dbd-c9eb-4828-bbe3-8fe18fc3bafa/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2005,,,,,,,,,,,,,1996,uuid:a2689dbd-c9eb-4828-bbe3-8fe18fc3bafa,uuid:a2689dbd-c9eb-4828-bbe3-8fe18fc3bafa/module_d-module_d1[3],uuid:a2689dbd-c9eb-4828-bbe3-8fe18fc3bafa/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,0,0,2023,,,,,,,,,,,,,2020,uuid:a2689dbd-c9eb-4828-bbe3-8fe18fc3bafa,uuid:a2689dbd-c9eb-4828-bbe3-8fe18fc3bafa/module_d-module_d1[4],uuid:a2689dbd-c9eb-4828-bbe3-8fe18fc3bafa/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:a2689dbd-c9eb-4828-bbe3-8fe18fc3bafa,uuid:a2689dbd-c9eb-4828-bbe3-8fe18fc3bafa/module_d-module_d1[5],uuid:a2689dbd-c9eb-4828-bbe3-8fe18fc3bafa/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:a2689dbd-c9eb-4828-bbe3-8fe18fc3bafa,uuid:a2689dbd-c9eb-4828-bbe3-8fe18fc3bafa/module_d-module_d1[6],uuid:a2689dbd-c9eb-4828-bbe3-8fe18fc3bafa/module_d-module_d1
1,1,Axial Flow Pump,1,1,0,1,2010,,,,,,,,,,,,,2005,uuid:19e1f5da-2942-44cf-86bc-31abab6e35a9,uuid:19e1f5da-2942-44cf-86bc-31abab6e35a9/module_d-module_d1[1],uuid:19e1f5da-2942-44cf-86bc-31abab6e35a9/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:19e1f5da-2942-44cf-86bc-31abab6e35a9,uuid:19e1f5da-2942-44cf-86bc-31abab6e35a9/module_d-module_d1[2],uuid:19e1f5da-2942-44cf-86bc-31abab6e35a9/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,0,,0,,,,,,,,,,,,,,-97,uuid:19e1f5da-2942-44cf-86bc-31abab6e35a9,uuid:19e1f5da-2942-44cf-86bc-31abab6e35a9/module_d-module_d1[3],uuid:19e1f5da-2942-44cf-86bc-31abab6e35a9/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,-97,uuid:19e1f5da-2942-44cf-86bc-31abab6e35a9,uuid:19e1f5da-2942-44cf-86bc-31abab6e35a9/module_d-module_d1[4],uuid:19e1f5da-2942-44cf-86bc-31abab6e35a9/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,-97,uuid:19e1f5da-2942-44cf-86bc-31abab6e35a9,uuid:19e1f5da-2942-44cf-86bc-31abab6e35a9/module_d-module_d1[5],uuid:19e1f5da-2942-44cf-86bc-31abab6e35a9/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:19e1f5da-2942-44cf-86bc-31abab6e35a9,uuid:19e1f5da-2942-44cf-86bc-31abab6e35a9/module_d-module_d1[6],uuid:19e1f5da-2942-44cf-86bc-31abab6e35a9/module_d-module_d1
1,1,Axial Flow Pump,1,1,0,1,2012,,,,,,,,,,,,,2000,uuid:75c79f5d-63ff-4afb-be9a-6f33e891bbed,uuid:75c79f5d-63ff-4afb-be9a-6f33e891bbed/module_d-module_d1[1],uuid:75c79f5d-63ff-4afb-be9a-6f33e891bbed/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:75c79f5d-63ff-4afb-be9a-6f33e891bbed,uuid:75c79f5d-63ff-4afb-be9a-6f33e891bbed/module_d-module_d1[2],uuid:75c79f5d-63ff-4afb-be9a-6f33e891bbed/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,0,,,,,,,,,,,,,,,,,,uuid:75c79f5d-63ff-4afb-be9a-6f33e891bbed,uuid:75c79f5d-63ff-4afb-be9a-6f33e891bbed/module_d-module_d1[3],uuid:75c79f5d-63ff-4afb-be9a-6f33e891bbed/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,0,,,,,,,,,,,,,,,,,,uuid:75c79f5d-63ff-4afb-be9a-6f33e891bbed,uuid:75c79f5d-63ff-4afb-be9a-6f33e891bbed/module_d-module_d1[4],uuid:75c79f5d-63ff-4afb-be9a-6f33e891bbed/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,-97,uuid:75c79f5d-63ff-4afb-be9a-6f33e891bbed,uuid:75c79f5d-63ff-4afb-be9a-6f33e891bbed/module_d-module_d1[5],uuid:75c79f5d-63ff-4afb-be9a-6f33e891bbed/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:75c79f5d-63ff-4afb-be9a-6f33e891bbed,uuid:75c79f5d-63ff-4afb-be9a-6f33e891bbed/module_d-module_d1[6],uuid:75c79f5d-63ff-4afb-be9a-6f33e891bbed/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:e905a841-b55a-4d66-9c98-735fc9cdc18f,uuid:e905a841-b55a-4d66-9c98-735fc9cdc18f/module_d-module_d1[1],uuid:e905a841-b55a-4d66-9c98-735fc9cdc18f/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:e905a841-b55a-4d66-9c98-735fc9cdc18f,uuid:e905a841-b55a-4d66-9c98-735fc9cdc18f/module_d-module_d1[2],uuid:e905a841-b55a-4d66-9c98-735fc9cdc18f/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,0,,,,,,,,,,,,,,,,,,uuid:e905a841-b55a-4d66-9c98-735fc9cdc18f,uuid:e905a841-b55a-4d66-9c98-735fc9cdc18f/module_d-module_d1[3],uuid:e905a841-b55a-4d66-9c98-735fc9cdc18f/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,0,,,,,,,,,,,,,,,,,,uuid:e905a841-b55a-4d66-9c98-735fc9cdc18f,uuid:e905a841-b55a-4d66-9c98-735fc9cdc18f/module_d-module_d1[4],uuid:e905a841-b55a-4d66-9c98-735fc9cdc18f/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:e905a841-b55a-4d66-9c98-735fc9cdc18f,uuid:e905a841-b55a-4d66-9c98-735fc9cdc18f/module_d-module_d1[5],uuid:e905a841-b55a-4d66-9c98-735fc9cdc18f/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:e905a841-b55a-4d66-9c98-735fc9cdc18f,uuid:e905a841-b55a-4d66-9c98-735fc9cdc18f/module_d-module_d1[6],uuid:e905a841-b55a-4d66-9c98-735fc9cdc18f/module_d-module_d1
